S/N,HOSTEL NAME,ROOM TYPE,PRICE (GHS),DISTANCE FROM CAMPUS(min walk to Campus),WATER,WIFI,SECURITY,TV ROOM,STUDY ROOM
768,OXFORD HOSTEL,4 in 1,6900,4,No,No,Yes,Yes,Yes
768,OXFORD HOSTEL,3 in 1,5200,4,No,No,Yes,Yes,Yes
768,OXFORD HOSTEL,2 in 1,7200,4,No,No,Yes,Yes,Yes
769,PLATINUM VILLAGE,2 in 1,8300,4,Yes,Yes,Yes,Yes,Yes
769,PLATINUM VILLAGE,3 in 1,5300,4,Yes,Yes,Yes,Yes,Yes
769,PLATINUM VILLAGE,1 in 1,8500,4,Yes,Yes,Yes,Yes,Yes
770,KENTINKRONO MANSION,2 in 1,5700,12,Yes,Yes,Yes,Yes,No
770,KENTINKRONO MANSION,4 in 1,4600,12,Yes,Yes,Yes,Yes,No
771,BLESSING HAVEN,4 in 1,6000,5,Yes,Yes,Yes,No,No
771,BLESSING HAVEN,3 in 1,4400,5,Yes,Yes,Yes,No,No
772,SUMMIT RETREAT,3 in 1,7300,15,Yes,Yes,Yes,No,No
772,SUMMIT RETREAT,1 in 1,8400,15,Yes,Yes,Yes,No,No
772,SUMMIT RETREAT,4 in 1,6300,15,Yes,Yes,Yes,No,No
773,UNITY HAVEN,4 in 1,5800,8,Yes,Yes,Yes,Yes,No
773,UNITY HAVEN,2 in 1,9400,8,Yes,Yes,Yes,Yes,No
773,UNITY HAVEN,1 in 1,8500,8,Yes,Yes,Yes,Yes,No
774,KRONUM HAVEN,2 in 1,7000,6,Yes,Yes,Yes,No,Yes
774,KRONUM HAVEN,3 in 1,6800,6,Yes,Yes,Yes,No,Yes
774,KRONUM HAVEN,1 in 1,8900,6,Yes,Yes,Yes,No,Yes
774,KRONUM HAVEN,4 in 1,5600,6,Yes,Yes,Yes,No,Yes
775,PREMIER CHAMBERS,3 in 1,6700,12,No,No,No,Yes,No
775,PREMIER CHAMBERS,2 in 1,6600,12,No,No,No,Yes,No
775,PREMIER CHAMBERS,1 in 1,7800,12,No,No,No,Yes,No
776,CENTRAL HOSTEL,2 in 1,5600,14,Yes,No,Yes,No,No
776,CENTRAL HOSTEL,1 in 1,9800,14,Yes,No,Yes,No,No
777,CLASSIC ESTATE,4 in 1,3600,35,Yes,Yes,No,No,Yes
777,CLASSIC ESTATE,1 in 1,7700,35,Yes,Yes,No,No,Yes
778,LION PLAZA,4 in 1,4400,30,Yes,Yes,No,No,Yes
778,LION PLAZA,3 in 1,8000,30,Yes,Yes,No,No,Yes
779,BRIGHTON RETREAT,1 in 1,8100,20,No,No,Yes,No,Yes
779,BRIGHTON RETREAT,4 in 1,7400,20,No,No,Yes,No,Yes
780,DEDURU VIEW,1 in 1,7800,4,No,Yes,Yes,No,Yes
780,DEDURU VIEW,3 in 1,7100,4,No,Yes,Yes,No,Yes
780,DEDURU VIEW,2 in 1,6400,4,No,Yes,Yes,No,Yes
781,OXFORD RETREAT,1 in 1,9800,7,No,No,No,Yes,No
781,OXFORD RETREAT,3 in 1,4900,7,No,No,No,Yes,No
782,BRONZE COMPLEX,4 in 1,6000,14,Yes,Yes,Yes,No,No
782,BRONZE COMPLEX,2 in 1,8400,14,Yes,Yes,Yes,No,No
783,JOY CORNER,1 in 1,8800,14,Yes,No,Yes,Yes,Yes
783,JOY CORNER,2 in 1,7300,14,Yes,No,Yes,Yes,Yes
783,JOY CORNER,4 in 1,5300,14,Yes,No,Yes,Yes,Yes
784,BELMONT HALL,2 in 1,7600,9,Yes,No,Yes,Yes,Yes
784,BELMONT HALL,1 in 1,8300,9,Yes,No,Yes,Yes,Yes
785,EJISU ROAD GATE,4 in 1,6900,9,No,Yes,Yes,Yes,Yes
785,EJISU ROAD GATE,2 in 1,9800,9,No,Yes,Yes,Yes,Yes
785,EJISU ROAD GATE,1 in 1,7900,9,No,Yes,Yes,Yes,Yes
786,COMFORT POINT,1 in 1,7100,4,Yes,No,Yes,Yes,No
786,COMFORT POINT,3 in 1,6500,4,Yes,No,Yes,Yes,No
786,COMFORT POINT,4 in 1,9400,4,Yes,No,Yes,Yes,No
787,PHOENIX OASIS,2 in 1,6400,8,Yes,No,Yes,Yes,No
787,PHOENIX OASIS,3 in 1,9000,8,Yes,No,Yes,Yes,No
788,STONE POINT,1 in 1,9800,20,Yes,Yes,No,No,No
788,STONE POINT,4 in 1,4700,20,Yes,Yes,No,No,No
789,TOPAZ TOWERS,3 in 1,7500,5,Yes,Yes,Yes,No,No
789,TOPAZ TOWERS,2 in 1,9800,5,Yes,Yes,Yes,No,No
789,TOPAZ TOWERS,4 in 1,4900,5,Yes,Yes,Yes,No,No
790,FAITH OASIS,3 in 1,6400,15,Yes,No,No,Yes,No
790,FAITH OASIS,4 in 1,4600,15,Yes,No,No,Yes,No
791,HORIZON CHAMBERS,4 in 1,4000,8,No,Yes,Yes,Yes,Yes
791,HORIZON CHAMBERS,3 in 1,5700,8,No,Yes,Yes,Yes,Yes
791,HORIZON CHAMBERS,2 in 1,5900,8,No,Yes,Yes,Yes,Yes
792,GREENFIELD APARTMENTS,4 in 1,5600,6,Yes,No,No,Yes,No
792,GREENFIELD APARTMENTS,2 in 1,6500,6,Yes,No,No,Yes,No
793,EMENA RESIDENCE,4 in 1,5900,40,Yes,No,Yes,Yes,No
793,EMENA RESIDENCE,3 in 1,4400,40,Yes,No,Yes,Yes,No
793,EMENA RESIDENCE,1 in 1,8700,40,Yes,No,Yes,Yes,No
794,REGAL PARK,2 in 1,8700,125,Yes,No,Yes,No,No
794,REGAL PARK,4 in 1,2600,125,Yes,No,Yes,No,No
795,TRIUMPH HEIGHTS,2 in 1,8100,5,Yes,No,Yes,No,No
795,TRIUMPH HEIGHTS,1 in 1,9600,5,Yes,No,Yes,No,No
795,TRIUMPH HEIGHTS,3 in 1,4900,5,Yes,No,Yes,No,No
796,MAYFAIR HALL,3 in 1,9100,40,Yes,No,Yes,Yes,No
796,MAYFAIR HALL,4 in 1,6100,40,Yes,No,Yes,Yes,No
797,NATIONAL VILLAGE,1 in 1,7700,55,Yes,No,No,No,Yes
797,NATIONAL VILLAGE,4 in 1,5400,55,Yes,No,No,No,Yes
797,NATIONAL VILLAGE,2 in 1,8300,55,Yes,No,No,No,Yes
798,BELMONT VIEW,1 in 1,8500,7,Yes,Yes,No,No,No
798,BELMONT VIEW,4 in 1,6300,7,Yes,Yes,No,No,No
799,EASTERN PLACE,4 in 1,4100,8,Yes,Yes,Yes,No,No
799,EASTERN PLACE,1 in 1,8600,8,Yes,Yes,Yes,No,No
799,EASTERN PLACE,3 in 1,4600,8,Yes,Yes,Yes,No,No
799,EASTERN PLACE,2 in 1,7400,8,Yes,Yes,Yes,No,No
800,GREENFIELD VILLAGE,1 in 1,7500,13,Yes,No,Yes,No,Yes
800,GREENFIELD VILLAGE,3 in 1,5600,13,Yes,No,Yes,No,Yes
801,OFORIKROM POINT,4 in 1,7300,110,No,No,Yes,Yes,No
801,OFORIKROM POINT,3 in 1,8200,110,No,No,Yes,Yes,No
801,OFORIKROM POINT,2 in 1,8400,110,No,No,Yes,Yes,No
801,OFORIKROM POINT,1 in 1,7400,110,No,No,Yes,Yes,No
802,MAYFAIR PLACE,4 in 1,5000,40,Yes,No,No,No,No
802,MAYFAIR PLACE,2 in 1,9200,40,Yes,No,No,No,No
802,MAYFAIR PLACE,1 in 1,8500,40,Yes,No,No,No,No
802,MAYFAIR PLACE,3 in 1,9500,40,Yes,No,No,No,No
803,BOMSO HAVEN,3 in 1,7200,40,Yes,Yes,Yes,No,No
803,BOMSO HAVEN,1 in 1,8600,40,Yes,Yes,Yes,No,No
803,BOMSO HAVEN,4 in 1,5000,40,Yes,Yes,Yes,No,No
803,BOMSO HAVEN,2 in 1,7700,40,Yes,Yes,Yes,No,No
804,FAITH HEIGHTS,1 in 1,8300,9,Yes,Yes,No,Yes,Yes
804,FAITH HEIGHTS,2 in 1,8500,9,Yes,Yes,No,Yes,Yes
805,MAPLE OASIS,2 in 1,8900,110,No,No,No,Yes,No
805,MAPLE OASIS,1 in 1,7600,110,No,No,No,Yes,No
805,MAPLE OASIS,4 in 1,3500,110,No,No,No,Yes,No
806,IVORY LODGE HOSTEL,4 in 1,2800,20,Yes,No,Yes,No,No
806,IVORY LODGE HOSTEL,2 in 1,8200,20,Yes,No,Yes,No,No
807,EMERALD SUITES,1 in 1,7300,40,Yes,No,Yes,No,Yes
807,EMERALD SUITES,3 in 1,4000,40,Yes,No,Yes,No,Yes
808,BELMONT PLAZA,1 in 1,8800,9,Yes,No,Yes,Yes,No
808,BELMONT PLAZA,3 in 1,9500,9,Yes,No,Yes,Yes,No
809,FAMILY HEIGHTS,3 in 1,6700,8,No,Yes,Yes,Yes,No
809,FAMILY HEIGHTS,2 in 1,8700,8,No,Yes,Yes,Yes,No
809,FAMILY HEIGHTS,4 in 1,5600,8,No,Yes,Yes,Yes,No
810,SUSUANSO CHAMBERS,2 in 1,7400,4,Yes,Yes,Yes,Yes,Yes
810,SUSUANSO CHAMBERS,4 in 1,6900,4,Yes,Yes,Yes,Yes,Yes
810,SUSUANSO CHAMBERS,3 in 1,6200,4,Yes,Yes,Yes,Yes,Yes
811,OFORIKROM PLAZA,2 in 1,7900,15,Yes,No,Yes,Yes,Yes
811,OFORIKROM PLAZA,4 in 1,6000,15,Yes,No,Yes,Yes,Yes
812,CENTRAL APARTMENTS,1 in 1,7800,10,Yes,No,No,No,Yes
812,CENTRAL APARTMENTS,3 in 1,8100,10,Yes,No,No,No,Yes
813,GARDEN POINT,1 in 1,8200,14,Yes,Yes,Yes,No,No
813,GARDEN POINT,3 in 1,5600,14,Yes,Yes,Yes,No,No
814,BRONZE MANOR,3 in 1,7400,5,Yes,No,No,No,Yes
814,BRONZE MANOR,4 in 1,4200,5,Yes,No,No,No,Yes
814,BRONZE MANOR,2 in 1,7600,5,Yes,No,No,No,Yes
814,BRONZE MANOR,1 in 1,8400,5,Yes,No,No,No,Yes
815,RUBY RESIDENCE,2 in 1,9000,110,Yes,Yes,Yes,No,No
815,RUBY RESIDENCE,4 in 1,6200,110,Yes,Yes,Yes,No,No
816,KRONUM HALL,4 in 1,5500,6,Yes,No,Yes,No,No
816,KRONUM HALL,3 in 1,7800,6,Yes,No,Yes,No,No
817,EJISU ROAD CORNER,3 in 1,8700,11,Yes,Yes,Yes,No,Yes
817,EJISU ROAD CORNER,1 in 1,8900,11,Yes,Yes,Yes,No,Yes
818,EMENA VILLA,2 in 1,7600,8,Yes,No,Yes,No,No
818,EMENA VILLA,3 in 1,4800,8,Yes,No,Yes,No,No
818,EMENA VILLA,1 in 1,7400,8,Yes,No,Yes,No,No
819,CLASSIC POINT,3 in 1,6200,20,Yes,Yes,Yes,Yes,No
819,CLASSIC POINT,4 in 1,4600,20,Yes,Yes,Yes,Yes,No
820,ELITE JUNCTION,3 in 1,6400,9,No,No,No,No,No
820,ELITE JUNCTION,1 in 1,8500,9,No,No,No,No,No
821,CENTRAL HOMES,3 in 1,7400,13,Yes,Yes,Yes,Yes,Yes
821,CENTRAL HOMES,1 in 1,8300,13,Yes,Yes,Yes,Yes,Yes
822,EMENA MANOR,4 in 1,6200,4,Yes,No,Yes,No,Yes
822,EMENA MANOR,2 in 1,7600,4,Yes,No,Yes,No,Yes
822,EMENA MANOR,3 in 1,4000,4,Yes,No,Yes,No,Yes
822,EMENA MANOR,1 in 1,7500,4,Yes,No,Yes,No,Yes
823,EJISU ROAD INN,2 in 1,7300,60,Yes,No,No,No,No
823,EJISU ROAD INN,4 in 1,3700,60,Yes,No,No,No,No
824,PLATINUM INN,2 in 1,8400,14,Yes,Yes,No,No,No
824,PLATINUM INN,4 in 1,7800,14,Yes,Yes,No,No,No
825,RIVERSIDE MANOR,2 in 1,9200,6,Yes,Yes,No,Yes,No
825,RIVERSIDE MANOR,3 in 1,6400,6,Yes,Yes,No,Yes,No
826,GARDEN HOSTEL,1 in 1,9800,8,No,Yes,Yes,No,Yes
826,GARDEN HOSTEL,4 in 1,5700,8,No,Yes,Yes,No,Yes
827,VICTORY HEIGHTS,4 in 1,5000,90,Yes,Yes,No,Yes,Yes
827,VICTORY HEIGHTS,3 in 1,5800,90,Yes,Yes,No,Yes,Yes
827,VICTORY HEIGHTS,1 in 1,8100,90,Yes,Yes,No,Yes,Yes
828,STAR SUITES,1 in 1,8000,13,Yes,Yes,No,Yes,Yes
828,STAR SUITES,2 in 1,7800,13,Yes,Yes,No,Yes,Yes
828,STAR SUITES,3 in 1,6900,13,Yes,Yes,No,Yes,Yes
828,STAR SUITES,4 in 1,5500,13,Yes,Yes,No,Yes,Yes
829,EJISU ROAD PARK,3 in 1,7300,15,No,No,Yes,Yes,Yes
829,EJISU ROAD PARK,2 in 1,9200,15,No,No,Yes,Yes,Yes
829,EJISU ROAD PARK,1 in 1,9300,15,No,No,Yes,Yes,Yes
829,EJISU ROAD PARK,4 in 1,3300,15,No,No,Yes,Yes,Yes
830,CENTRAL HALL,2 in 1,5000,7,Yes,Yes,No,Yes,No
830,CENTRAL HALL,1 in 1,9300,7,Yes,Yes,No,Yes,No
831,COZY VIEW,4 in 1,3500,15,Yes,Yes,No,No,No
831,COZY VIEW,3 in 1,6300,15,Yes,Yes,No,No,No
831,COZY VIEW,1 in 1,7300,15,Yes,Yes,No,No,No
831,COZY VIEW,2 in 1,5100,15,Yes,Yes,No,No,No
832,OAK APARTMENTS,2 in 1,8300,8,Yes,Yes,Yes,Yes,Yes
832,OAK APARTMENTS,4 in 1,6600,8,Yes,Yes,Yes,Yes,Yes
832,OAK APARTMENTS,1 in 1,7800,8,Yes,Yes,Yes,Yes,Yes
832,OAK APARTMENTS,3 in 1,4000,8,Yes,Yes,Yes,Yes,Yes
833,DEDURU COURT,1 in 1,7900,11,No,No,Yes,No,No
833,DEDURU COURT,3 in 1,7200,11,No,No,Yes,No,No
833,DEDURU COURT,4 in 1,3300,11,No,No,Yes,No,No
834,MAPLE VILLAGE,3 in 1,6900,12,Yes,Yes,Yes,No,No
834,MAPLE VILLAGE,2 in 1,7500,12,Yes,Yes,Yes,No,No
834,MAPLE VILLAGE,4 in 1,6400,12,Yes,Yes,Yes,No,No
835,BRONZE POINT,2 in 1,7700,40,No,Yes,Yes,Yes,Yes
835,BRONZE POINT,4 in 1,4100,40,No,Yes,Yes,Yes,Yes
835,BRONZE POINT,3 in 1,8400,40,No,Yes,Yes,Yes,Yes
836,GLOBAL INN,2 in 1,7300,20,Yes,Yes,No,No,Yes
836,GLOBAL INN,4 in 1,5500,20,Yes,Yes,No,No,Yes
837,REGAL HEIGHTS,3 in 1,5300,5,Yes,No,No,Yes,No
837,REGAL HEIGHTS,2 in 1,6900,5,Yes,No,No,Yes,No
838,AYIGYA APARTMENTS,2 in 1,6300,8,No,No,No,No,No
838,AYIGYA APARTMENTS,3 in 1,6400,8,No,No,No,No,No
839,KENTINKRONO TOWERS,2 in 1,9800,15,Yes,Yes,No,No,No
839,KENTINKRONO TOWERS,1 in 1,7100,15,Yes,Yes,No,No,No
839,KENTINKRONO TOWERS,4 in 1,3100,15,Yes,Yes,No,No,No
839,KENTINKRONO TOWERS,3 in 1,8800,15,Yes,Yes,No,No,No
840,SUNSET HEIGHTS,4 in 1,5200,9,No,Yes,Yes,Yes,No
840,SUNSET HEIGHTS,1 in 1,7800,9,No,Yes,Yes,Yes,No
841,PARADISE SUITES,2 in 1,9000,7,No,No,Yes,No,No
841,PARADISE SUITES,4 in 1,4600,7,No,No,Yes,No,No
841,PARADISE SUITES,1 in 1,9800,7,No,No,Yes,No,No
841,PARADISE SUITES,3 in 1,7600,7,No,No,Yes,No,No
842,HERITAGE JUNCTION,3 in 1,6000,14,Yes,No,Yes,Yes,Yes
842,HERITAGE JUNCTION,2 in 1,9800,14,Yes,No,Yes,Yes,Yes
843,DIAMOND GARDENS,1 in 1,7800,9,Yes,Yes,Yes,No,Yes
843,DIAMOND GARDENS,2 in 1,8600,9,Yes,Yes,Yes,No,Yes
844,EJISU ROAD VILLAGE,1 in 1,8700,7,Yes,Yes,Yes,Yes,No
844,EJISU ROAD VILLAGE,4 in 1,7400,7,Yes,Yes,Yes,Yes,No
844,EJISU ROAD VILLAGE,2 in 1,9700,7,Yes,Yes,Yes,Yes,No
845,SUSUANSO LODGE HOSTEL,1 in 1,8400,8,Yes,No,Yes,Yes,Yes
845,SUSUANSO LODGE HOSTEL,2 in 1,6500,8,Yes,No,Yes,Yes,Yes
845,SUSUANSO LODGE HOSTEL,3 in 1,7300,8,Yes,No,Yes,Yes,Yes
845,SUSUANSO LODGE HOSTEL,4 in 1,4500,8,Yes,No,Yes,Yes,Yes
846,IMPERIAL JUNCTION,3 in 1,9500,14,Yes,No,Yes,Yes,Yes
846,IMPERIAL JUNCTION,2 in 1,7700,14,Yes,No,Yes,Yes,Yes
847,PEACE CHAMBERS,3 in 1,6100,35,Yes,Yes,No,No,Yes
847,PEACE CHAMBERS,4 in 1,5800,35,Yes,Yes,No,No,Yes
848,OPAL LODGE,2 in 1,5700,6,No,Yes,Yes,Yes,No
848,OPAL LODGE,4 in 1,4100,6,No,Yes,Yes,Yes,No
849,SUSUANSO ANNEX,4 in 1,7300,15,Yes,No,Yes,Yes,No
849,SUSUANSO ANNEX,3 in 1,5700,15,Yes,No,Yes,Yes,No
850,HORIZON COURT,4 in 1,3900,50,Yes,No,No,No,Yes
850,HORIZON COURT,3 in 1,7400,50,Yes,No,No,No,Yes
850,HORIZON COURT,2 in 1,9200,50,Yes,No,No,No,Yes
850,HORIZON COURT,1 in 1,9100,50,Yes,No,No,No,Yes
851,OAK LODGE,2 in 1,8900,50,Yes,No,No,No,Yes
851,OAK LODGE,3 in 1,5600,50,Yes,No,No,No,Yes
851,OAK LODGE,4 in 1,3400,50,Yes,No,No,No,Yes
851,OAK LODGE,1 in 1,9800,50,Yes,No,No,No,Yes
852,RIVERSIDE PLAZA,4 in 1,5000,14,Yes,Yes,No,No,No
852,RIVERSIDE PLAZA,1 in 1,8200,14,Yes,Yes,No,No,No
852,RIVERSIDE PLAZA,3 in 1,8600,14,Yes,Yes,No,No,No
853,LAKESIDE PARK,3 in 1,7500,35,Yes,Yes,Yes,Yes,No
853,LAKESIDE PARK,2 in 1,8200,35,Yes,Yes,Yes,Yes,No
854,MAPLE INN,3 in 1,9500,30,Yes,No,No,No,No
854,MAPLE INN,4 in 1,4500,30,Yes,No,No,No,No
855,HORIZON HEIGHTS,4 in 1,6900,70,Yes,No,Yes,No,Yes
855,HORIZON HEIGHTS,2 in 1,7600,70,Yes,No,Yes,No,Yes
856,BOMSO RESIDENCE,4 in 1,5900,12,Yes,Yes,Yes,Yes,No
856,BOMSO RESIDENCE,2 in 1,9600,12,Yes,Yes,Yes,Yes,No
856,BOMSO RESIDENCE,1 in 1,8900,12,Yes,Yes,Yes,Yes,No
857,AYEDUASE MANSION,2 in 1,8300,70,No,No,No,No,No
857,AYEDUASE MANSION,3 in 1,8200,70,No,No,No,No,No
857,AYEDUASE MANSION,1 in 1,8100,70,No,No,No,No,No
857,AYEDUASE MANSION,4 in 1,4300,70,No,No,No,No,No
858,MODERN CORNER,1 in 1,7400,15,Yes,Yes,No,Yes,No
858,MODERN CORNER,4 in 1,2600,15,Yes,Yes,No,Yes,No
858,MODERN CORNER,3 in 1,9500,15,Yes,Yes,No,Yes,No
859,BOMSO HALL,1 in 1,7300,13,Yes,No,No,No,Yes
859,BOMSO HALL,2 in 1,7200,13,Yes,No,No,No,Yes
860,DIAMOND VILLAGE,4 in 1,5100,90,No,Yes,No,Yes,No
860,DIAMOND VILLAGE,3 in 1,7100,90,No,Yes,No,Yes,No
861,BOADI HOSTEL,1 in 1,9200,35,Yes,Yes,No,No,No
861,BOADI HOSTEL,2 in 1,8700,35,Yes,Yes,No,No,No
861,BOADI HOSTEL,4 in 1,4600,35,Yes,Yes,No,No,No
861,BOADI HOSTEL,3 in 1,6400,35,Yes,Yes,No,No,No
862,VICTORY HOSTEL,4 in 1,5900,60,Yes,Yes,Yes,No,No
862,VICTORY HOSTEL,2 in 1,7200,60,Yes,Yes,Yes,No,No
862,VICTORY HOSTEL,1 in 1,9800,60,Yes,Yes,Yes,No,No
862,VICTORY HOSTEL,3 in 1,7400,60,Yes,Yes,Yes,No,No
863,WOODLAND HOMES,2 in 1,8600,7,No,Yes,Yes,Yes,No
863,WOODLAND HOMES,1 in 1,9000,7,No,Yes,Yes,Yes,No
864,ASHFORD PLAZA,1 in 1,9500,7,Yes,No,Yes,No,No
864,ASHFORD PLAZA,4 in 1,5800,7,Yes,No,Yes,No,No
864,ASHFORD PLAZA,2 in 1,5800,7,Yes,No,Yes,No,No
864,ASHFORD PLAZA,3 in 1,7200,7,Yes,No,Yes,No,No
865,OXFORD ANNEX,3 in 1,5700,13,No,Yes,No,Yes,No
865,OXFORD ANNEX,4 in 1,4700,13,No,Yes,No,Yes,No
866,WOODLAND COMPLEX,2 in 1,8300,30,Yes,No,Yes,No,No
866,WOODLAND COMPLEX,3 in 1,8500,30,Yes,No,Yes,No,No
867,NATIONAL PLACE,4 in 1,5500,55,Yes,No,No,Yes,Yes
867,NATIONAL PLACE,3 in 1,7100,55,Yes,No,No,Yes,Yes
868,MAYFAIR POINT,3 in 1,9100,11,Yes,No,Yes,No,No
868,MAYFAIR POINT,2 in 1,7900,11,Yes,No,Yes,No,No
868,MAYFAIR POINT,4 in 1,9400,11,Yes,No,Yes,No,No
869,PEARL RESIDENCE,1 in 1,9000,6,Yes,No,Yes,No,No
869,PEARL RESIDENCE,2 in 1,5100,6,Yes,No,Yes,No,No
870,SILVER OASIS,3 in 1,7800,14,Yes,Yes,No,No,No
870,SILVER OASIS,1 in 1,8800,14,Yes,Yes,No,No,No
871,GLOBAL VIEW,2 in 1,9300,9,Yes,No,Yes,Yes,Yes
871,GLOBAL VIEW,4 in 1,6500,9,Yes,No,Yes,Yes,Yes
872,BLESSING COURT,1 in 1,8300,11,No,No,Yes,No,Yes
872,BLESSING COURT,3 in 1,4900,11,No,No,Yes,No,Yes
873,MAPLE VILLA,4 in 1,5200,10,Yes,No,Yes,No,Yes
873,MAPLE VILLA,2 in 1,6400,10,Yes,No,Yes,No,Yes
873,MAPLE VILLA,1 in 1,7800,10,Yes,No,Yes,No,Yes
873,MAPLE VILLA,3 in 1,7500,10,Yes,No,Yes,No,Yes
874,ASHFORD COMPLEX,1 in 1,9800,9,No,No,Yes,Yes,No
874,ASHFORD COMPLEX,3 in 1,7200,9,No,No,Yes,Yes,No
874,ASHFORD COMPLEX,2 in 1,5900,9,No,No,Yes,Yes,No
875,PARADISE VILLAGE,4 in 1,6200,10,No,No,No,No,No
875,PARADISE VILLAGE,2 in 1,9200,10,No,No,No,No,No
876,UNITY ANNEX,4 in 1,4600,8,Yes,No,Yes,No,No
876,UNITY ANNEX,2 in 1,7400,8,Yes,No,Yes,No,No
877,LAKESIDE INN,4 in 1,5500,9,Yes,No,No,No,No
877,LAKESIDE INN,3 in 1,5500,9,Yes,No,No,No,No
878,FAVOUR HEIGHTS,3 in 1,7600,35,Yes,Yes,No,No,Yes
878,FAVOUR HEIGHTS,2 in 1,7400,35,Yes,Yes,No,No,Yes
879,GLORY PLAZA,3 in 1,7300,14,Yes,Yes,No,No,No
879,GLORY PLAZA,2 in 1,6300,14,Yes,Yes,No,No,No
879,GLORY PLAZA,1 in 1,8000,14,Yes,Yes,No,No,No
880,TOPAZ VILLA,3 in 1,7700,55,Yes,Yes,Yes,Yes,Yes
880,TOPAZ VILLA,1 in 1,8000,55,Yes,Yes,Yes,Yes,Yes
881,KRONUM GARDENS,4 in 1,8100,35,Yes,No,Yes,No,No
881,KRONUM GARDENS,2 in 1,7000,35,Yes,No,Yes,No,No
882,ASHFORD ESTATE,2 in 1,7900,10,Yes,Yes,Yes,Yes,Yes
882,ASHFORD ESTATE,4 in 1,6900,10,Yes,Yes,Yes,Yes,Yes
882,ASHFORD ESTATE,1 in 1,7000,10,Yes,Yes,Yes,Yes,Yes
883,TRIUMPH RETREAT,1 in 1,6700,10,Yes,No,No,Yes,No
883,TRIUMPH RETREAT,4 in 1,3200,10,Yes,No,No,Yes,No
884,SPRING RESIDENCE,2 in 1,9300,13,Yes,Yes,No,No,No
884,SPRING RESIDENCE,3 in 1,5900,13,Yes,Yes,No,No,No
885,AMBER ESTATE,2 in 1,9800,10,Yes,No,Yes,Yes,Yes
885,AMBER ESTATE,1 in 1,7900,10,Yes,No,Yes,Yes,Yes
885,AMBER ESTATE,3 in 1,6900,10,Yes,No,Yes,Yes,Yes
886,CRYSTAL COMPLEX,3 in 1,8900,6,No,No,Yes,No,Yes
886,CRYSTAL COMPLEX,2 in 1,9800,6,No,No,Yes,No,Yes
887,FAVOUR APARTMENTS,4 in 1,8600,9,Yes,Yes,No,Yes,Yes
887,FAVOUR APARTMENTS,2 in 1,9200,9,Yes,Yes,No,Yes,Yes
887,FAVOUR APARTMENTS,3 in 1,8100,9,Yes,Yes,No,Yes,Yes
887,FAVOUR APARTMENTS,1 in 1,9000,9,Yes,Yes,No,Yes,Yes
888,LAKESIDE HALL,2 in 1,8600,8,No,Yes,Yes,No,Yes
888,LAKESIDE HALL,1 in 1,7900,8,No,Yes,Yes,No,Yes
889,BOMSO PLACE,1 in 1,7600,9,Yes,Yes,Yes,Yes,No
889,BOMSO PLACE,3 in 1,6700,9,Yes,Yes,Yes,Yes,No
889,BOMSO PLACE,2 in 1,7300,9,Yes,Yes,Yes,Yes,No
889,BOMSO PLACE,4 in 1,4800,9,Yes,Yes,Yes,Yes,No
890,JOY TOWERS,3 in 1,7700,100,Yes,No,Yes,No,Yes
890,JOY TOWERS,2 in 1,8900,100,Yes,No,Yes,No,Yes
890,JOY TOWERS,1 in 1,8500,100,Yes,No,Yes,No,Yes
890,JOY TOWERS,4 in 1,7700,100,Yes,No,Yes,No,Yes
891,OXFORD VILLAGE,4 in 1,3800,60,Yes,No,Yes,Yes,No
891,OXFORD VILLAGE,2 in 1,7300,60,Yes,No,Yes,Yes,No
891,OXFORD VILLAGE,1 in 1,7700,60,Yes,No,Yes,Yes,No
892,AYIGYA RETREAT,2 in 1,5000,7,Yes,No,No,Yes,Yes
892,AYIGYA RETREAT,4 in 1,5400,7,Yes,No,No,Yes,Yes
892,AYIGYA RETREAT,1 in 1,8300,7,Yes,No,No,Yes,Yes
892,AYIGYA RETREAT,3 in 1,8900,7,Yes,No,No,Yes,Yes
893,FAVOUR PLAZA,3 in 1,7600,14,Yes,Yes,No,Yes,Yes
893,FAVOUR PLAZA,2 in 1,6100,14,Yes,Yes,No,Yes,Yes
894,JADE CHAMBERS,1 in 1,9800,14,Yes,Yes,Yes,No,No
894,JADE CHAMBERS,3 in 1,8400,14,Yes,Yes,Yes,No,No
894,JADE CHAMBERS,4 in 1,6400,14,Yes,Yes,Yes,No,No
895,GOLD VILLA,3 in 1,6300,8,Yes,No,No,Yes,No
895,GOLD VILLA,1 in 1,7500,8,Yes,No,No,Yes,No
896,BELMONT HAVEN,2 in 1,7000,12,Yes,Yes,Yes,No,Yes
896,BELMONT HAVEN,1 in 1,9500,12,Yes,Yes,Yes,No,Yes
896,BELMONT HAVEN,3 in 1,9400,12,Yes,Yes,Yes,No,Yes
896,BELMONT HAVEN,4 in 1,7800,12,Yes,Yes,Yes,No,Yes
897,GOLDEN LODGE HOSTEL,3 in 1,6000,6,Yes,No,No,No,No
897,GOLDEN LODGE HOSTEL,4 in 1,3800,6,Yes,No,No,No,No
898,DEDURU CHAMBERS,2 in 1,7700,12,Yes,Yes,Yes,Yes,No
898,DEDURU CHAMBERS,1 in 1,6700,12,Yes,Yes,Yes,Yes,No
899,BOADI JUNCTION,4 in 1,6000,12,No,Yes,No,Yes,No
